fecha,transaccion_id,categoria,monto
2024-01-04,TX6777645,cancelada,12.38
2024-01-04,TX2662875,correcta,110.05
2024-01-04,TX1862677,incompleta,379.59
2024-01-04,TX5458779,correcta,372.16
2024-01-04,TX3200636,correcta,454.15
2024-01-04,TX1613703,cancelada,253.5
2024-01-04,TX5548351,cancelada,358.61
2024-01-04,TX1575101,correcta,484.92
2024-01-04,TX7865151,cancelada,144.51
2024-01-04,TX9578605,incompleta,490.29
2024-01-04,TX8969380,correcta,193.21
2024-01-04,TX3313623,correcta,472.87
2024-01-04,TX7529018,correcta,92.73
2024-01-04,TX6568032,correcta,497.99
2024-01-04,TX1283394,cancelada,241.28
2024-01-04,TX4566537,correcta,208.78
2024-01-04,TX1305315,correcta,360.07
2024-01-04,TX5608911,incompleta,187.27
2024-01-04,TX5695375,correcta,470.07
2024-01-04,TX6557717,correcta,185.8
2024-01-04,TX2989892,cancelada,273.93
2024-01-04,TX6952589,correcta,397.56
2024-01-04,TX7977399,cancelada,357.19
2024-01-04,TX5052248,correcta,346.1
2024-01-04,TX5112651,correcta,193.72
2024-01-04,TX2169790,correcta,390.78
2024-01-04,TX8058587,correcta,364.53
2024-01-04,TX4264900,correcta,13.0
2024-01-04,TX6787222,correcta,40.18
2024-01-04,TX2691996,correcta,63.6
2024-01-04,TX4328739,incompleta,322.08
2024-01-04,TX2625594,cancelada,202.79
2024-01-04,TX4630688,correcta,266.28
2024-01-04,TX8925555,correcta,248.41
2024-01-04,TX7392344,cancelada,354.31
2024-01-04,TX1459667,correcta,34.26
2024-01-04,TX1503296,correcta,86.98
2024-01-04,TX9461070,correcta,409.2
2024-01-04,TX6298847,correcta,83.76
2024-01-04,TX5001739,cancelada,141.53
2024-01-04,TX1556111,correcta,364.51
2024-01-04,TX6837117,correcta,375.3
2024-01-04,TX6340629,correcta,334.62
2024-01-04,TX6775026,incompleta,477.53
2024-01-04,TX1142485,correcta,246.83
2024-01-04,TX5261942,correcta,427.71
2024-01-04,TX1603187,cancelada,293.18
2024-01-04,TX6367943,correcta,163.52
2024-01-04,TX6639623,cancelada,280.09
2024-01-04,TX9674169,incompleta,360.58
2024-01-04,TX8303911,correcta,388.53
2024-01-04,TX3708849,cancelada,272.1
2024-01-04,TX9954925,correcta,441.91
2024-01-04,TX2839758,cancelada,159.68
2024-01-04,TX5068042,correcta,236.03
2024-01-04,TX9586851,incompleta,77.83
2024-01-04,TX9162588,correcta,201.37
2024-01-04,TX4055669,correcta,425.13
2024-01-04,TX4606069,cancelada,124.88
2024-01-04,TX8224197,correcta,229.18
2024-01-04,TX5121221,correcta,76.78
2024-01-04,TX2744650,correcta,342.76
2024-01-04,TX2159528,correcta,130.07
2024-01-04,TX5513713,incompleta,396.45
2024-01-04,TX7939363,correcta,196.72
2024-01-04,TX7432813,correcta,355.12
2024-01-04,TX8670779,correcta,29.47
2024-01-04,TX4360559,incompleta,366.45
2024-01-04,TX7548767,correcta,395.29
2024-01-04,TX2249550,cancelada,26.52
2024-01-04,TX4692084,correcta,139.86
2024-01-04,TX2233698,cancelada,79.42
2024-01-04,TX3620788,correcta,68.09
2024-01-05,TX6558863,correcta,408.44
2024-01-05,TX9271496,correcta,375.63
2024-01-05,TX4657248,correcta,410.04
2024-01-05,TX3457797,cancelada,239.13
2024-01-05,TX2636344,correcta,464.19
2024-01-05,TX9318899,correcta,477.1
2024-01-05,TX5953764,correcta,381.06
2024-01-05,TX3465352,correcta,205.55
2024-01-05,TX6662028,correcta,148.34
2024-01-05,TX9973010,cancelada,319.33
2024-01-05,TX8462450,cancelada,19.48
2024-01-05,TX7047488,correcta,454.11
2024-01-05,TX1738344,incompleta,95.03
2024-01-05,TX3236779,correcta,382.47
2024-01-05,TX8400995,correcta,222.38
2024-01-05,TX4976508,cancelada,15.52
2024-01-05,TX3413274,cancelada,320.98
2024-01-05,TX9857790,cancelada,330.82
2024-01-05,TX9459719,correcta,183.27
2024-01-05,TX6832409,correcta,254.86
2024-01-05,TX5111370,correcta,398.85
2024-01-05,TX6367898,cancelada,287.34
2024-01-05,TX7481752,correcta,124.96
2024-01-05,TX3549947,incompleta,188.61
2024-01-05,TX7333846,cancelada,303.8
2024-01-05,TX1559311,correcta,133.13
2024-01-05,TX7215276,correcta,427.57
2024-01-05,TX6944087,correcta,194.72
2024-01-05,TX6334762,cancelada,291.49
2024-01-05,TX9212569,correcta,128.9
2024-01-05,TX3706715,correcta,318.92
2024-01-05,TX4159060,correcta,53.74
2024-01-05,TX1439905,cancelada,149.95
2024-01-05,TX4388202,correcta,263.96
2024-01-05,TX6907108,correcta,449.29
2024-01-05,TX2591960,correcta,96.95
2024-01-05,TX4490011,correcta,484.62
2024-01-05,TX2451708,correcta,355.75
2024-01-05,TX7644808,correcta,243.52
2024-01-05,TX4233963,correcta,183.55
2024-01-05,TX5101678,correcta,136.53
2024-01-05,TX2296538,correcta,58.73
2024-01-05,TX9305743,cancelada,178.87
2024-01-05,TX4394124,correcta,387.72
2024-01-05,TX8505394,correcta,402.91
2024-01-05,TX6039089,cancelada,192.64
2024-01-05,TX9666070,correcta,196.48
2024-01-05,TX7483059,correcta,201.47
2024-01-05,TX6255055,correcta,113.77
2024-01-05,TX5839004,cancelada,192.15
2024-01-05,TX4602316,correcta,385.77
2024-01-05,TX6467628,incompleta,185.25
2024-01-05,TX5236914,correcta,334.7
2024-01-05,TX3504299,correcta,161.59
2024-01-05,TX4175259,incompleta,191.17
2024-01-05,TX9951037,correcta,206.23
2024-01-05,TX8796045,correcta,321.57
2024-01-05,TX1645669,cancelada,251.74
2024-01-05,TX2410424,correcta,222.38
2024-01-05,TX5669929,cancelada,204.91
2024-01-05,TX2423383,correcta,136.58
2024-01-05,TX7835725,correcta,300.32
2024-01-05,TX9384952,incompleta,385.79
2024-01-05,TX2758908,correcta,389.59
2024-01-05,TX5633229,cancelada,16.25
2024-01-05,TX6622607,correcta,193.26
2024-01-05,TX7494985,correcta,362.94
2024-01-05,TX1207921,correcta,12.32
2024-01-05,TX2040556,incompleta,402.23
2024-01-05,TX4126870,correcta,263.05
2024-01-05,TX9567825,cancelada,187.46
2024-01-05,TX1577833,correcta,71.67
2024-01-05,TX9312492,cancelada,468.5
2024-01-05,TX6616276,correcta,364.22
2024-01-05,TX1134683,correcta,390.3
2024-01-05,TX7619648,correcta,283.75
2024-01-05,TX9173574,correcta,483.43
2024-01-05,TX5604045,cancelada,339.13
2024-01-05,TX6917056,cancelada,165.25
2024-01-05,TX5617397,incompleta,464.88
2024-01-05,TX7940286,correcta,395.35
2024-01-05,TX4875243,correcta,176.78
2024-01-05,TX4254365,correcta,313.39
2024-01-05,TX4944694,correcta,342.93
2024-01-05,TX1497125,incompleta,376.08
2024-01-05,TX8440148,correcta,336.68
2024-01-05,TX7711686,correcta,450.61
2024-01-05,TX6890355,correcta,495.51
2024-01-05,TX1549342,cancelada,340.55
2024-01-05,TX8253307,correcta,77.54
2024-01-05,TX9841066,cancelada,389.95
2024-01-05,TX8283509,correcta,24.36
2024-01-05,TX2630496,correcta,267.26
2024-01-05,TX3741199,correcta,398.14
2024-01-05,TX7748218,cancelada,291.77
2024-01-05,TX9100132,correcta,53.85
2024-01-05,TX7367632,correcta,310.95
2024-01-05,TX6267085,incompleta,165.49
2024-01-05,TX3838065,correcta,395.18
2024-01-05,TX1136492,correcta,462.47
2024-01-05,TX5611097,incompleta,397.66
2024-01-05,TX7908241,incompleta,439.95
2024-01-05,TX6646227,correcta,258.23
2024-01-05,TX4778853,correcta,274.77
2024-01-05,TX7352980,correcta,30.5
2024-01-05,TX4755569,correcta,138.13
2024-01-05,TX6127787,incompleta,106.95
2024-01-05,TX8122784,cancelada,323.99
2024-01-05,TX9782843,correcta,429.85
2024-01-05,TX3547238,correcta,444.2
2024-01-05,TX8694527,cancelada,39.8
2024-01-05,TX7641803,cancelada,307.35
2024-01-05,TX2886535,correcta,437.28
2024-01-05,TX1440608,correcta,318.51
2024-01-05,TX3396033,correcta,442.45
2024-01-05,TX5602416,cancelada,429.69
2024-01-05,TX8707159,correcta,223.44
2024-01-05,TX3239622,cancelada,245.04
2024-01-05,TX8466236,correcta,78.26
2024-01-05,TX3735404,cancelada,76.75
2024-01-05,TX3902458,incompleta,301.6
2024-01-05,TX9422776,correcta,130.84
2024-01-05,TX8363094,incompleta,227.34
2024-01-05,TX5504042,cancelada,258.65
2024-01-05,TX4682145,correcta,361.75
2024-01-05,TX2519305,incompleta,405.03
2024-01-06,TX7481903,correcta,401.1
2024-01-06,TX3461041,cancelada,460.11
2024-01-06,TX8969136,correcta,455.2
2024-01-06,TX3535279,correcta,186.03
2024-01-06,TX6542507,correcta,380.81
2024-01-06,TX7754290,incompleta,218.35
2024-01-06,TX8989937,cancelada,86.37
2024-01-06,TX5864343,correcta,135.59
2024-01-06,TX4754058,correcta,253.15
2024-01-06,TX2413965,correcta,400.44
2024-01-06,TX4345373,correcta,460.46
2024-01-06,TX2322423,correcta,344.02
2024-01-06,TX3823305,correcta,137.3
2024-01-06,TX7185280,correcta,380.23
2024-01-06,TX7818346,correcta,244.75
2024-01-06,TX9802265,cancelada,364.6
2024-01-06,TX2195281,correcta,452.37
2024-01-06,TX2363636,correcta,245.42
2024-01-06,TX4950247,cancelada,298.83
2024-01-06,TX5173071,correcta,477.34
2024-01-06,TX2100718,cancelada,177.87
2024-01-06,TX3980569,correcta,70.63
2024-01-06,TX5853875,correcta,80.26
2024-01-06,TX4642247,correcta,441.81
2024-01-06,TX5849037,incompleta,381.64
2024-01-06,TX7471528,incompleta,195.92
2024-01-06,TX6006080,cancelada,179.84
2024-01-06,TX2491935,incompleta,53.78
2024-01-06,TX5435874,correcta,120.56
2024-01-06,TX1597341,cancelada,214.3
2024-01-06,TX7524332,cancelada,200.5
2024-01-06,TX5952339,correcta,381.77
2024-01-06,TX7131270,incompleta,260.33
2024-01-06,TX3050226,incompleta,368.15
2024-01-06,TX4294947,correcta,264.8
2024-01-06,TX5734431,incompleta,282.81
2024-01-06,TX2848314,correcta,206.7
2024-01-06,TX6031205,cancelada,228.67
2024-01-06,TX2264239,cancelada,129.56
2024-01-06,TX9660917,cancelada,186.42
2024-01-06,TX7245876,correcta,126.28
2024-01-06,TX1557647,correcta,205.99
2024-01-06,TX5357994,cancelada,151.55
2024-01-06,TX1514117,correcta,289.21
2024-01-06,TX3904108,correcta,291.84
2024-01-06,TX8006828,correcta,216.43
2024-01-06,TX6401720,cancelada,114.83
2024-01-06,TX7933094,cancelada,492.71
2024-01-06,TX3151811,correcta,48.0
2024-01-06,TX2597467,correcta,487.78
2024-01-06,TX7107467,cancelada,336.48
2024-01-06,TX3658837,cancelada,250.56
2024-01-06,TX4807073,correcta,188.28
2024-01-06,TX8471754,cancelada,457.36
2024-01-06,TX5761210,correcta,340.09
2024-01-06,TX7206807,correcta,333.79
2024-01-06,TX8720497,correcta,351.02
2024-01-06,TX3500202,correcta,153.19
2024-01-06,TX8149666,correcta,300.68
2024-01-06,TX9495328,cancelada,32.05
2024-01-06,TX6123637,correcta,178.36
2024-01-06,TX5237194,correcta,78.5
2024-01-06,TX8825692,cancelada,158.26
2024-01-06,TX3906976,correcta,310.26
2024-01-06,TX9718533,correcta,415.52
2024-01-06,TX6202053,cancelada,349.92
2024-01-06,TX2226873,correcta,144.6
2024-01-06,TX5241130,correcta,130.24
2024-01-06,TX5947560,incompleta,363.55
2024-01-06,TX3067582,correcta,11.63
2024-01-06,TX1225971,correcta,264.28
2024-01-06,TX5357812,correcta,331.49
2024-01-06,TX4686305,correcta,135.81
2024-01-06,TX4946751,correcta,264.66
2024-01-06,TX6148783,correcta,496.24
2024-01-06,TX6526612,correcta,140.96
2024-01-06,TX2077111,incompleta,183.16
2024-01-06,TX3978248,correcta,368.8
2024-01-06,TX7947406,cancelada,126.77
2024-01-06,TX8304774,cancelada,251.93
2024-01-06,TX4323633,correcta,167.16
2024-01-06,TX4469327,correcta,201.09
2024-01-06,TX1971626,incompleta,190.42
2024-01-06,TX7424955,cancelada,175.68
2024-01-06,TX5814548,correcta,473.38
2024-01-06,TX5247481,correcta,282.16
2024-01-06,TX6917040,correcta,164.06
2024-01-06,TX1414596,correcta,496.92
2024-01-06,TX8877849,correcta,424.13
2024-01-06,TX6090081,incompleta,301.59
2024-01-06,TX1246660,correcta,340.52
2024-01-06,TX6925918,correcta,88.82
2024-01-06,TX4302322,correcta,255.23
2024-01-06,TX1114305,cancelada,435.1
2024-01-06,TX1366700,correcta,137.88
2024-01-06,TX5073181,correcta,242.57
2024-01-06,TX8205931,cancelada,323.33
2024-01-06,TX5449763,correcta,187.54
2024-01-06,TX2845373,correcta,417.17
2024-01-06,TX8401832,cancelada,227.0
2024-01-06,TX4479664,correcta,151.83
2024-01-06,TX1169860,cancelada,419.71
2024-01-06,TX2073612,correcta,374.6
2024-01-06,TX1254499,incompleta,239.31
2024-01-06,TX5604767,correcta,392.69
2024-01-06,TX8406558,incompleta,131.15
2024-01-06,TX7414609,correcta,76.43
2024-01-06,TX2443606,correcta,389.72
2024-01-07,TX4527431,correcta,320.48
2024-01-07,TX9930089,correcta,372.93
2024-01-07,TX2916172,correcta,158.96
2024-01-07,TX6465188,correcta,304.23
2024-01-07,TX6653819,correcta,462.84
2024-01-07,TX8356671,correcta,266.99
2024-01-07,TX5919833,correcta,252.48
2024-01-07,TX9145262,cancelada,451.82
2024-01-07,TX6267349,cancelada,147.57
2024-01-07,TX6704104,correcta,465.55
2024-01-07,TX9776631,correcta,27.57
2024-01-07,TX2609008,incompleta,45.4
2024-01-07,TX3750992,correcta,387.74
2024-01-07,TX9512790,cancelada,63.44
2024-01-07,TX6070387,correcta,252.24
2024-01-07,TX7605267,cancelada,265.24
2024-01-07,TX6710138,cancelada,192.18
2024-01-07,TX6306445,correcta,90.78
2024-01-07,TX1313101,correcta,234.34
2024-01-07,TX6981160,correcta,313.5
2024-01-07,TX3124851,correcta,110.53
2024-01-07,TX2193985,correcta,39.9
2024-01-07,TX9450585,correcta,44.55
2024-01-07,TX7783479,cancelada,491.34
2024-01-07,TX7503140,correcta,187.81
2024-01-07,TX2389060,correcta,294.24
2024-01-07,TX1850215,correcta,456.66
2024-01-07,TX1263489,correcta,383.03
2024-01-07,TX5348491,correcta,223.13
2024-01-07,TX2089689,correcta,92.49
2024-01-07,TX3518576,correcta,184.73
2024-01-07,TX4477420,incompleta,215.18
2024-01-07,TX2218856,correcta,366.81
